season,team,pts_per_game
1997,Boston Celtics,100.6
1997,Charlotte Hornets,98.9
1997,Chicago Bulls,103.1
1997,Cleveland Cavaliers,87.5
1997,Dallas Mavericks,90.6
1997,Denver Nuggets,97.8
1997,Detroit Pistons,94.2
1997,Golden State Warriors,99.6
1997,Houston Rockets,100.6
1997,Indiana Pacers,95.4
1997,Los Angeles Clippers,97.2
1997,Los Angeles Lakers,100
1997,Miami Heat,94.8
1997,Milwaukee Bucks,95.3
1997,Minnesota Timberwolves,96.1
1997,New Jersey Nets,97.2
1997,New York Knicks,95.4
1997,Orlando Magic,94.1
1997,Philadelphia 76ers,100.2
1997,Phoenix Suns,102.8
1997,Portland Trail Blazers,99
1997,Sacramento Kings,96.4
1997,San Antonio Spurs,90.5
1997,Seattle Supersonics,100.9
1997,Toronto Raptors,95.5
1997,Utah Jazz,103.1
1997,Vancouver Grizzlies,89.2
1997,Washington Bullets,99.4
1997,League Average,96.9
1996,Atlanta Hawks,98.3
1996,Boston Celtics,103.6
1996,Charlotte Hornets,102.8
1996,Chicago Bulls,105.2
1996,Cleveland Cavaliers,91.1
1996,Dallas Mavericks,102.5
1996,Denver Nuggets,97.7
1996,Detroit Pistons,95.4
1996,Golden State Warriors,101.6
1996,Houston Rockets,102.5
1996,Indiana Pacers,99.3
1996,Los Angeles Clippers,99.4
1996,Los Angeles Lakers,102.9
1996,Miami Heat,96.5
1996,Milwaukee Bucks,95.6
1996,Minnesota Timberwolves,97.9
1996,New Jersey Nets,93.7
1996,New York Knicks,97.2
1996,Orlando Magic,104.5
1996,Philadelphia 76ers,94.5
1996,Phoenix Suns,104.3
1996,Portland Trail Blazers,99.3
1996,Sacramento Kings,99.5
1996,San Antonio Spurs,103.4
1996,Seattle Supersonics,104.5
1996,Toronto Raptors,97.5
1996,Utah Jazz,102.5
1996,Vancouver Grizzlies,89.8
1996,Washington Bullets,102.5
1996,League Average,99.5
1995,Atlanta Hawks,96.6
1995,Boston Celtics,102.8
1995,Charlotte Hornets,100.6
1995,Chicago Bulls,101.5
1995,Cleveland Cavaliers,90.5
1995,Dallas Mavericks,103.2
1995,Denver Nuggets,101.3
1995,Detroit Pistons,98.2
1995,Golden State Warriors,105.7
1995,Houston Rockets,103.5
1995,Indiana Pacers,99.2
1995,Los Angeles Clippers,96.7
1995,Los Angeles Lakers,105.1
1995,Miami Heat,101.1
1995,Milwaukee Bucks,99.3
1995,Minnesota Timberwolves,94.2
1995,New Jersey Nets,98.1
1995,New York Knicks,98.2
1995,Orlando Magic,110.9
1995,Philadelphia 76ers,95.4
1995,Phoenix Suns,110.6
1995,Portland Trail Blazers,103.1
1995,Sacramento Kings,98.2
1995,San Antonio Spurs,106.6
1995,Seattle Supersonics,110.4
1995,Utah Jazz,106.4
1995,Washington Bullets,100.5
1995,League Average,101.4
1994,Atlanta Hawks,101.4
1994,Boston Celtics,100.8
1994,Charlotte Hornets,106.5
1994,Chicago Bulls,98
1994,Cleveland Cavaliers,101.2
1994,Dallas Mavericks,95.1
1994,Denver Nuggets,100.3
1994,Detroit Pistons,96.9
1994,Golden State Warriors,107.9
1994,Houston Rockets,101.1
1994,Indiana Pacers,101
1994,Los Angeles Clippers,103
1994,Los Angeles Lakers,100.4
1994,Miami Heat,103.4
1994,Milwaukee Bucks,96.9
1994,Minnesota Timberwolves,96.7
1994,New Jersey Nets,103.2
1994,New York Knicks,98.5
1994,Orlando Magic,105.7
1994,Philadelphia 76ers,98
1994,Phoenix Suns,108.2
1994,Portland Trail Blazers,107.3
1994,Sacramento Kings,101.1
1994,San Antonio Spurs,100
1994,Seattle Supersonics,105.9
1994,Utah Jazz,101.9
1994,Washington Bullets,100.4
1994,League Average,101.5
1993,Atlanta Hawks,107.5
1993,Boston Celtics,103.7
1993,Charlotte Hornets,110.1
1993,Chicago Bulls,105.2
1993,Cleveland Cavaliers,107.7
1993,Dallas Mavericks,99.3
1993,Denver Nuggets,105.2
1993,Detroit Pistons,100.6
1993,Golden State Warriors,109.9
1993,Houston Rockets,104
1993,Indiana Pacers,107.8
1993,Los Angeles Clippers,107.1
1993,Los Angeles Lakers,104.2
1993,Miami Heat,103.6
1993,Milwaukee Bucks,102.3
1993,Minnesota Timberwolves,98.1
1993,New Jersey Nets,102.8
1993,New York Knicks,101.6
1993,Orlando Magic,105.5
1993,Philadelphia 76ers,104.3
1993,Phoenix Suns,113.4
1993,Portland Trail Blazers,108.5
1993,Sacramento Kings,107.9
1993,San Antonio Spurs,105.5
1993,Seattle Supersonics,108.3
1993,Utah Jazz,106.2
1993,Washington Bullets,101.9
1993,League Average,105.3
1992,Atlanta Hawks,106.2
1992,Boston Celtics,106.6
1992,Charlotte Hornets,109.5
1992,Chicago Bulls,109.9
1992,Cleveland Cavaliers,108.9
1992,Dallas Mavericks,97.6
1992,Denver Nuggets,99.7
1992,Detroit Pistons,98.9
1992,Golden State Warriors,118.7
1992,Houston Rockets,102
1992,Indiana Pacers,112.2
1992,Los Angeles Clippers,102.9
1992,Los Angeles Lakers,100.4
1992,Miami Heat,105
1992,Milwaukee Bucks,105
1992,Minnesota Timberwolves,100.5
1992,New Jersey Nets,105.4
1992,New York Knicks,101.6
1992,Orlando Magic,101.6
1992,Philadelphia 76ers,101.9
1992,Phoenix Suns,112.1
1992,Portland Trail Blazers,111.4
1992,Sacramento Kings,104.3
1992,San Antonio Spurs,104
1992,Seattle Supersonics,106.5
1992,Utah Jazz,108.3
1992,Washington Bullets,102.4
1992,League Average,105.3
1991,Atlanta Hawks,109.8
1991,Boston Celtics,111.5
1991,Charlotte Hornets,102.8
1991,Chicago Bulls,110
1991,Cleveland Cavaliers,101.7
1991,Dallas Mavericks,99.9
1991,Denver Nuggets,119.9
1991,Detroit Pistons,100.1
1991,Golden State Warriors,116.6
1991,Houston Rockets,106.7
1991,Indiana Pacers,111.7
1991,Los Angeles Clippers,103.5
1991,Los Angeles Lakers,106.3
1991,Miami Heat,101.8
1991,Milwaukee Bucks,106.4
1991,Minnesota Timberwolves,99.6
1991,New Jersey Nets,102.9
1991,New York Knicks,103.1
1991,Orlando Magic,105.9
1991,Philadelphia 76ers,105.4
1991,Phoenix Suns,114
1991,Portland Trail Blazers,114.7
1991,Sacramento Kings,96.7
1991,San Antonio Spurs,107.1
1991,Seattle Supersonics,106.6
1991,Utah Jazz,104
1991,Washington Bullets,101.4
1991,League Average,106.3
1990,Atlanta Hawks,108.5
1990,Boston Celtics,110
1990,Charlotte Hornets,100.4
1990,Chicago Bulls,109.5
1990,Cleveland Cavaliers,102.6
1990,Dallas Mavericks,102.2
1990,Denver Nuggets,114.6
1990,Detroit Pistons,104.3
1990,Golden State Warriors,116.3
1990,Houston Rockets,106.7
1990,Indiana Pacers,109.3
1990,Los Angeles Clippers,103.8
1990,Los Angeles Lakers,110.7
1990,Miami Heat,100.6
1990,Milwaukee Bucks,106
1990,Minnesota Timberwolves,95.2
1990,New Jersey Nets,100.1
1990,New York Knicks,108.3
1990,Orlando Magic,110.9
1990,Philadelphia 76ers,110.2
1990,Phoenix Suns,114.9
1990,Portland Trail Blazers,114.2
1990,Sacramento Kings,101.7
1990,San Antonio Spurs,106.3
1990,Seattle Supersonics,106.9
1990,Utah Jazz,106.8
1990,Washington Bullets,107.7
1990,League Average,107
1989,Atlanta Hawks,111
1989,Boston Celtics,109.2
1989,Charlotte Hornets,104.5
1989,Chicago Bulls,106.4
1989,Cleveland Cavaliers,108.8
1989,Dallas Mavericks,103.5
1989,Denver Nuggets,118
1989,Detroit Pistons,106.6
1989,Golden State Warriors,116.6
1989,Houston Rockets,108.5
1989,Indiana Pacers,106.9
1989,Los Angeles Clippers,106.2
1989,Los Angeles Lakers,114.7
1989,Miami Heat,97.8
1989,Milwaukee Bucks,108.9
1989,New Jersey Nets,103.7
1989,New York Knicks,116.7
1989,Philadelphia 76ers,111.9
1989,Phoenix Suns,118.6
1989,Portland Trail Blazers,114.6
1989,Sacramento Kings,105.5
1989,San Antonio Spurs,105.5
1989,Seattle Supersonics,112.1
1989,Utah Jazz,104.7
1989,Washington Bullets,108.3
1989,League Average,109.2
1988,Atlanta Hawks,107.9
1988,Boston Celtics,113.6
1988,Chicago Bulls,105
1988,Cleveland Cavaliers,104.5
1988,Dallas Mavericks,109.3
1988,Denver Nuggets,116.7
1988,Detroit Pistons,109.2
1988,Golden State Warriors,107
1988,Houston Rockets,109
1988,Indiana Pacers,104.6
1988,Los Angeles Clippers,98.8
1988,Los Angeles Lakers,112.8
1988,Milwaukee Bucks,106.1
1988,New Jersey Nets,100.4
1988,New York Knicks,105.5
1988,Philadelphia 76ers,105.7
1988,Phoenix Suns,108.5
1988,Portland Trail Blazers,116.1
1988,Sacramento Kings,108
1988,San Antonio Spurs,113.6
1988,Seattle Supersonics,111.4
1988,Utah Jazz,108.5
1988,Washington Bullets,105.5
1988,League Average,108.2
1987,Atlanta Hawks,110
1987,Boston Celtics,112.6
1987,Chicago Bulls,104.8
1987,Cleveland Cavaliers,104.4
1987,Dallas Mavericks,116.7
1987,Denver Nuggets,116.7
1987,Detroit Pistons,111.2
1987,Golden State Warriors,112
1987,Houston Rockets,106.9
1987,Indiana Pacers,106.1
1987,Los Angeles Clippers,104.5
1987,Los Angeles Lakers,117.8
1987,Milwaukee Bucks,110.4
1987,New Jersey Nets,108.5
1987,New York Knicks,103.8
1987,Philadelphia 76ers,106.5
1987,Phoenix Suns,111.1
1987,Portland Trail Blazers,117.9
1987,Sacramento Kings,110.9
1987,San Antonio Spurs,108.3
1987,Seattle Supersonics,113.7
1987,Utah Jazz,107.9
1987,Washington Bullets,106
1987,League Average,109.9
1986,Atlanta Hawks,108.6
1986,Boston Celtics,114.1
1986,Chicago Bulls,109.3
1986,Cleveland Cavaliers,107.8
1986,Dallas Mavericks,115.3
1986,Denver Nuggets,114.8
1986,Detroit Pistons,114.2
1986,Golden State Warriors,113.4
1986,Houston Rockets,114.4
1986,Indiana Pacers,103.9
1986,Los Angeles Clippers,108.6
1986,Los Angeles Lakers,117.3
1986,Milwaukee Bucks,114.5
1986,New Jersey Nets,109.1
1986,New York Knicks,98.7
1986,Philadelphia 76ers,110.4
1986,Phoenix Suns,110
1986,Portland Trail Blazers,115.1
1986,Sacramento Kings,108.8
1986,San Antonio Spurs,111.2
1986,Seattle Supersonics,104.4
1986,Utah Jazz,108.2
1986,Washington Bullets,103
1986,League Average,110.2
1985,Atlanta Hawks,106.6
1985,Boston Celtics,114.8
1985,Chicago Bulls,108.7
1985,Cleveland Cavaliers,108.6
1985,Dallas Mavericks,111.2
1985,Denver Nuggets,120
1985,Detroit Pistons,116
1985,Golden State Warriors,110.4
1985,Houston Rockets,111.2
1985,Indiana Pacers,108.3
1985,Kansas City Kings,114.8
1985,Los Angeles Clippers,107.1
1985,Los Angeles Lakers,118.2
1985,Milwaukee Bucks,110.9
1985,New Jersey Nets,109.5
1985,New York Knicks,105.2
1985,Philadelphia 76ers,112.9
1985,Phoenix Suns,108
1985,Portland Trail Blazers,115.5
1985,San Antonio Spurs,114.8
1985,Seattle Supersonics,102.1
1985,Utah Jazz,109
1985,Washington Bullets,105.5
1985,League Average,110.8
1984,Atlanta Hawks,101.5
1984,Boston Celtics,112.1
1984,Chicago Bulls,103.7
1984,Cleveland Cavaliers,102.3
1984,Dallas Mavericks,110.4
1984,Denver Nuggets,123.7
1984,Detroit Pistons,117.1
1984,Golden State Warriors,109.9
1984,Houston Rockets,110.6
1984,Indiana Pacers,104.5
1984,Kansas City Kings,110
1984,Los Angeles Lakers,115.6
1984,Milwaukee Bucks,105.7
1984,New Jersey Nets,110
1984,New York Knicks,106.9
1984,Philadelphia 76ers,107.8
1984,Phoenix Suns,111
1984,Portland Trail Blazers,113.1
1984,San Antonio Spurs,120.3
1984,San Diego Clippers,110.7
1984,Seattle Supersonics,108.1
1984,Utah Jazz,115
1984,Washington Bullets,102.7
1984,League Average,110.1
1983,Atlanta Hawks,101.6
1983,Boston Celtics,112.1
1983,Chicago Bulls,111
1983,Cleveland Cavaliers,97.1
1983,Dallas Mavericks,112.7
1983,Denver Nuggets,123.2
1983,Detroit Pistons,112.7
1983,Golden State Warriors,108.6
1983,Houston Rockets,99.3
1983,Indiana Pacers,108.7
1983,Kansas City Kings,113.8
1983,Los Angeles Lakers,115
1983,Milwaukee Bucks,106.6
1983,New Jersey Nets,105.8
1983,New York Knicks,100
1983,Philadelphia 76ers,112.1
1983,Phoenix Suns,107
1983,Portland Trail Blazers,107.4
1983,San Antonio Spurs,114.3
1983,San Diego Clippers,108.6
1983,Seattle Supersonics,110
1983,Utah Jazz,109
1983,Washington Bullets,99.2
1983,League Average,108.5
1982,Atlanta Hawks,101
1982,Boston Celtics,112
1982,Chicago Bulls,106.6
1982,Cleveland Cavaliers,103.2
1982,Dallas Mavericks,104.6
1982,Denver Nuggets,126.5
1982,Detroit Pistons,111.1
1982,Golden State Warriors,110.9
1982,Houston Rockets,105.9
1982,Indiana Pacers,102.2
1982,Kansas City Kings,107.1
1982,Los Angeles Lakers,114.6
1982,Milwaukee Bucks,108.4
1982,New Jersey Nets,106.7
1982,New York Knicks,106.2
1982,Philadelphia 76ers,111.2
1982,Phoenix Suns,106.2
1982,Portland Trail Blazers,109.8
1982,San Antonio Spurs,113.1
1982,San Diego Clippers,108.5
1982,Seattle Supersonics,107.3
1982,Utah Jazz,110.9
1982,Washington Bullets,103.5
1982,League Average,108.6
1981,Atlanta Hawks,104.9
1981,Boston Celtics,109.9
1981,Chicago Bulls,109
1981,Cleveland Cavaliers,105.7
1981,Dallas Mavericks,101.5
1981,Denver Nuggets,121.8
1981,Detroit Pistons,99.7
1981,Golden State Warriors,109.8
1981,Houston Rockets,108.3
1981,Indiana Pacers,107.6
1981,Kansas City Kings,106.9
1981,Los Angeles Lakers,111.2
1981,Milwaukee Bucks,113.1
1981,New Jersey Nets,106.9
1981,New York Knicks,107.9
1981,Philadelphia 76ers,111.7
1981,Phoenix Suns,110
1981,Portland Trail Blazers,110.7
1981,San Antonio Spurs,112.3
1981,San Diego Clippers,106.5
1981,Seattle Supersonics,104
1981,Utah Jazz,101.2
1981,Washington Bullets,105.6
1981,League Average,108.1
1980,Atlanta Hawks,104.5
1980,Boston Celtics,113.5
1980,Chicago Bulls,107.5
1980,Cleveland Cavaliers,114.1
1980,Denver Nuggets,108.3
1980,Detroit Pistons,108.9
1980,Golden State Warriors,103.6
1980,Houston Rockets,110.8
1980,Indiana Pacers,111.2
1980,Kansas City Kings,108
1980,Los Angeles Lakers,115.1
1980,Milwaukee Bucks,110.1
1980,New Jersey Nets,108.3
1980,New York Knicks,114
1980,Philadelphia 76ers,109.1
1980,Phoenix Suns,111.1
1980,Portland Trail Blazers,102.5
1980,San Antonio Spurs,119.4
1980,San Diego Clippers,107.6
1980,Seattle Supersonics,108.5
1980,Utah Jazz,102.4
1980,Washington Bullets,107
1980,League Average,109.3
1979,Atlanta Hawks,109.1
1979,Boston Celtics,108.2
1979,Chicago Bulls,104.7
1979,Cleveland Cavaliers,106.5
1979,Denver Nuggets,110.7
1979,Detroit Pistons,110
1979,Golden State Warriors,105.1
1979,Houston Rockets,113.4
1979,Indiana Pacers,108.6
1979,Kansas City Kings,113.1
1979,Los Angeles Lakers,112.9
1979,Milwaukee Bucks,114.1
1979,New Jersey Nets,107.7
1979,New Orleans Jazz,108.3
1979,New York Knicks,107.7
1979,Philadelphia 76ers,109.5
1979,Phoenix Suns,115.4
1979,Portland Trail Blazers,108.4
1979,San Antonio Spurs,119.3
1979,San Diego Clippers,113.1
1979,Seattle Supersonics,106.6
1979,Washington Bullets,114.9
1979,League Average,110.3
1978,Atlanta Hawks,103.7
1978,Boston Celtics,105.7
1978,Buffalo Braves,105.3
1978,Chicago Bulls,103.9
1978,Cleveland Cavaliers,104.4
1978,Denver Nuggets,111.8
1978,Detroit Pistons,109
1978,Golden State Warriors,106.1
1978,Houston Rockets,103.8
1978,Indiana Pacers,108.6
1978,Kansas City Kings,109.5
1978,Los Angeles Lakers,110.3
1978,Milwaukee Bucks,112.4
1978,New Jersey Nets,106.7
1978,New Orleans Jazz,107.6
1978,New York Knicks,113.4
1978,Philadelphia 76ers,114.7
1978,Phoenix Suns,112.3
1978,Portland Trail Blazers,107.7
1978,San Antonio Spurs,114.5
1978,Seattle Supersonics,104.5
1978,Washington Bullets,110.3
1978,League Average,108.5
1977,Atlanta Hawks,102.4
1977,Boston Celtics,104.5
1977,Buffalo Braves,105
1977,Chicago Bulls,98.9
1977,Cleveland Cavaliers,102.1
1977,Denver Nuggets,112.6
1977,Detroit Pistons,109.4
1977,Golden State Warriors,110.9
1977,Houston Rockets,106.4
1977,Indiana Pacers,106.8
1977,Kansas City Kings,107.7
1977,Los Angeles Lakers,106.9
1977,Milwaukee Bucks,108.4
1977,New Orleans Jazz,104.6
1977,New York Knicks,108.6
1977,New York Nets,95.9
1977,Philadelphia 76ers,110.2
1977,Phoenix Suns,104.9
1977,Portland Trail Blazers,111.7
1977,San Antonio Spurs,115
1977,Seattle Supersonics,104
1977,Washington Bullets,105.5
1977,League Average,106.5
1976,Atlanta Hawks,102.6
1976,Boston Celtics,106.2
1976,Buffalo Braves,107.3
1976,Chicago Bulls,95.9
1976,Cleveland Cavaliers,101.7
1976,Detroit Pistons,104.9
1976,Denver Nuggets,121.9
1976,Golden State Warriors,109.8
1976,Houston Rockets,106.2
1976,Indiana Pacers,112.6
1976,Kansas City Kings,103.3
1976,Kentucky Colonels,111
1976,Los Angeles Lakers,106.9
1976,Milwaukee Bucks,101.8
1976,New Orleans Jazz,104.1
1976,New York Nets,111.8
1976,New York Knicks,102.7
1976,Philadelphia 76ers,106.5
1976,Phoenix Suns,105.1
1976,Portland Trail Blazers,104.1
1976,San Antonio Spurs,115.6
1976,San Diego Sails,98.8
1976,Seattle Supersonics,106.4
1976,Spirits Of St. Louis,108.9
1976,Utah Stars,114.9
1976,Virginia Squires,106.9
1976,Washington Bullets,102.8
1976,League Average,104.3
1976,League Average,112.5
1975,Atlanta Hawks,105.1
1975,Boston Celtics,106.5
1975,Buffalo Braves,107.8
1975,Chicago Bulls,98.1
1975,Cleveland Cavaliers,99
1975,Detroit Pistons,98.9
1975,Denver Nuggets,118.7
1975,Golden State Warriors,108.5
1975,Houston Rockets,103.9
1975,Indiana Pacers,112.8
1975,Kansas City-Omaha Kings,101.4
1975,Kentucky Colonels,108.9
1975,Los Angeles Lakers,103.2
1975,Milwaukee Bucks,100.7
1975,Memphis Sounds,103.5
1975,New Orleans Jazz,101.5
1975,New York Nets,111
1975,New York Knicks,100.4
1975,Philadelphia 76ers,99.8
1975,Phoenix Suns,101.2
1975,Portland Trail Blazers,103.8
1975,San Antonio Spurs,113.4
1975,San Diego Conquistadors,109.9
1975,Seattle Supersonics,103.1
1975,Spirits Of St. Louis,109
1975,Utah Stars,101.3
1975,Virginia Squires,99
1975,Washington Bullets,104.7
1975,League Average,102.6
1975,League Average,108.8
1974,Atlanta Hawks,108.6
1974,Boston Celtics,109
1974,Buffalo Braves,111.6
1974,Capital Bullets,101.9
1974,Carolina Cougars,110.5
1974,Chicago Bulls,102
1974,Cleveland Cavaliers,100.3
1974,Detroit Pistons,104.4
1974,Denver Rockets,107
1974,Golden State Warriors,109.9
1974,Houston Rockets,107.4
1974,Indiana Pacers,105.8
1974,Kansas City-Omaha Kings,102
1974,Kentucky Colonels,107.4
1974,Los Angeles Lakers,109.2
1974,Milwaukee Bucks,107.1
1974,Memphis Tams,101.2
1974,New York Nets,109.4
1974,New York Knicks,101.3
1974,Philadelphia 76ers,101.2
1974,Phoenix Suns,107.9
1974,Portland Trail Blazers,106.8
1974,San Antonio Spurs,97.6
1974,San Diego Conquistadors,113.2
1974,Seattle Supersonics,107
1974,Utah Stars,105.1
1974,Virginia Squires,106.3
1974,League Average,105.7
1974,League Average,106.4
1973,Atlanta Hawks,112.4
1973,Baltimore Bullets,105
1973,Boston Celtics,112.7
1973,Buffalo Braves,103.3
1973,Carolina Cougars,115.6
1973,Chicago Bulls,104.1
1973,Cleveland Cavaliers,102.7
1973,Detroit Pistons,110.3
1973,Dallas Chaparrals,110.7
1973,Denver Rockets,109.4
1973,Golden State Warriors,108.8
1973,Houston Rockets,112.8
1973,Indiana Pacers,114.7
1973,Kansas City-Omaha Kings,107.6
1973,Kentucky Colonels,111.9
1973,Los Angeles Lakers,111.7
1973,Milwaukee Bucks,107.2
1973,Memphis Tams,111.5
1973,New York Nets,103.6
1973,New York Knicks,105
1973,Philadelphia 76ers,104.1
1973,Phoenix Suns,111.6
1973,Portland Trail Blazers,106.2
1973,San Diego Conquistadors,109
1973,Seattle Supersonics,103.7
1973,Utah Stars,115.6
1973,Virginia Squires,114.1
1973,League Average,107.6
1973,League Average,111.6
1972,Atlanta Hawks,109.5
1972,Baltimore Bullets,107.1
1972,Boston Celtics,115.6
1972,Buffalo Braves,102
1972,Carolina Cougars,114.8
1972,Chicago Bulls,111.2
1972,Cincinnati Royals,107.8
1972,Cleveland Cavaliers,105.8
1972,Detroit Pistons,109.1
1972,Dallas Chaparrals,104.4
1972,Denver Rockets,111.9
1972,The Floridians,112.8
1972,Golden State Warriors,108.2
1972,Houston Rockets,109.7
1972,Indiana Pacers,112.9
1972,Kentucky Colonels,116
1972,Los Angeles Lakers,121
1972,Milwaukee Bucks,114.6
1972,Memphis Pros,107.5
1972,New York Nets,112.8
1972,New York Knicks,107.1
1972,Philadelphia 76ers,112.2
1972,Phoenix Suns,116.3
1972,Portland Trail Blazers,106.8
1972,Pittsburgh Condors,119.2
1972,Seattle Supersonics,109.2
1972,Utah Stars,117.8
1972,Virginia Squires,118.9
1972,League Average,110.2
1972,League Average,113.5
1971,Atlanta Hawks,114
1971,Baltimore Bullets,112.9
1971,Boston Celtics,117.2
1971,Buffalo Braves,105.5
1971,Carolina Cougars,115.3
1971,Chicago Bulls,110.6
1971,Cincinnati Royals,116
1971,Cleveland Cavaliers,102.1
1971,Detroit Pistons,110.1
1971,Denver Rockets,118.6
1971,The Floridians,114
1971,Indiana Pacers,119.1
1971,Kentucky Colonels,122.2
1971,Los Angeles Lakers,114.8
1971,Milwaukee Bucks,118.4
1971,Memphis Pros,109.2
1971,New York Nets,111
1971,New York Knicks,110.1
1971,Philadelphia 76ers,114.8
1971,Phoenix Suns,113.8
1971,Portland Trail Blazers,115.5
1971,Pittsburgh Condors,119.1
1971,San Diego Rockets,113.2
1971,Seattle Supersonics,115
1971,San Francisco Warriors,107.1
1971,Texas Chaparrals,121.5
1971,Utah Stars,119
1971,Virginia Squires,123.3
1971,League Average,112.4
1971,League Average,117.5
1970,Atlanta Hawks,117.6
1970,Baltimore Bullets,120.7
1970,Boston Celtics,114.9
1970,Carolina Cougars,106.8
1970,Chicago Bulls,114.9
1970,Cincinnati Royals,117.3
1970,Detroit Pistons,112.8
1970,Dallas Chaparrals,120
1970,Denver Rockets,115.4
1970,Indiana Pacers,113.2
1970,Kentucky Colonels,113.5
1970,Los Angeles Lakers,113.7
1970,Los Angeles Stars,113.7
1970,Milwaukee Bucks,118.8
1970,Miami Floridians,113.2
1970,New Orleans Buccaneers,107.9
1970,New York Nets,108.9
1970,New York Knicks,115
1970,Philadelphia 76ers,121.9
1970,Phoenix Suns,119.3
1970,Pittsburgh Pipers,112.4
1970,San Diego Rockets,118.7
1970,Seattle Supersonics,116.9
1970,San Francisco Warriors,111.1
1970,Washington Capitols,118.2
1970,League Average,116.7
1970,League Average,113
1969,Atlanta Hawks,111.3
1969,Baltimore Bullets,116.4
1969,Boston Celtics,111
1969,Chicago Bulls,104.7
1969,Cincinnati Royals,114.5
1969,Detroit Pistons,114.1
1969,Dallas Chaparrals,111
1969,Denver Rockets,114.9
1969,Houston Mavericks,111.3
1969,Indiana Pacers,119.6
1969,Kentucky Colonels,111.2
1969,Los Angeles Lakers,112.2
1969,Los Angeles Stars,114.4
1969,Milwaukee Bucks,110.2
1969,Miami Floridians,115.5
1969,Minnesota Pipers,114.3
1969,New Orleans Buccaneers,116.1
1969,New York Nets,108.5
1969,New York Knicks,110.8
1969,Oakland Oaks,126.5
1969,Philadelphia 76ers,118.9
1969,Phoenix Suns,111.7
1969,San Diego Rockets,115.3
1969,Seattle Supersonics,112.1
1969,San Francisco Warriors,109.1
1969,League Average,112.3
1969,League Average,114.8
1968,Anaheim Amigos,111.6
1968,Baltimore Bullets,117.4
1968,Boston Celtics,116.1
1968,Chicago Bulls,109.5
1968,Cincinnati Royals,116.6
1968,Detroit Pistons,118.6
1968,Dallas Chaparrals,109.9
1968,Denver Rockets,105.7
1968,Houston Mavericks,103.5
1968,Indiana Pacers,109.6
1968,Kentucky Colonels,104.5
1968,Los Angeles Lakers,121.2
1968,Minnesota Muskies,108.6
1968,New Jersey Americans,110.8
1968,New Orleans Buccaneers,111.7
1968,New York Knicks,116.1
1968,Oakland Oaks,110.8
1968,Philadelphia 76ers,122.6
1968,Pittsburgh Pipers,111.9
1968,San Diego Rockets,112.4
1968,Seattle Supersonics,118.7
1968,San Francisco Warriors,117
1968,St. Louis Hawks,113
1968,League Average,116.6
1968,League Average,109
1967,Baltimore Bullets,115.5
1967,Boston Celtics,119.3
1967,Chicago Bulls,113.2
1967,Cincinnati Royals,117.1
1967,Detroit Pistons,111.3
1967,Los Angeles Lakers,120.5
1967,New York Knicks,116.4
1967,Philadelphia 76ers,125.2
1967,San Francisco Warriors,122.4
1967,St. Louis Hawks,113.6
1967,League Average,117.4
1966,Baltimore Bullets,118.3
1966,Boston Celtics,112.7
1966,Cincinnati Royals,117.8
1966,Detroit Pistons,110.3
1966,Los Angeles Lakers,119.5
1966,New York Knicks,116.7
1966,Philadelphia 76ers,117.3
1966,San Francisco Warriors,115.5
1966,St. Louis Hawks,111.4
1966,League Average,115.5
1965,Baltimore Bullets,113.6
1965,Boston Celtics,112.8
1965,Cincinnati Royals,114.2
1965,Detroit Pistons,108.5
1965,Los Angeles Lakers,111.9
1965,New York Knicks,107.4
1965,Philadelphia 76ers,112.5
1965,San Francisco Warriors,105.8
1965,St. Louis Hawks,108.8
1965,League Average,110.6
1964,Baltimore Bullets,111.9
1964,Boston Celtics,113
1964,Cincinnati Royals,114.7
1964,Detroit Pistons,107.8
1964,Los Angeles Lakers,109.7
1964,New York Knicks,112.2
1964,Philadelphia 76ers,112.2
1964,San Francisco Warriors,107.7
1964,St. Louis Hawks,110
1964,League Average,111
1963,Boston Celtics,118.8
1963,Chicago Zephyrs,109.9
1963,Cincinnati Royals,119.1
1963,Detroit Pistons,113.9
1963,Los Angeles Lakers,115.5
1963,New York Knicks,110.5
1963,San Francisco Warriors,118.5
1963,St. Louis Hawks,109.6
1963,Syracuse Nationals,121.6
1963,League Average,115.3
1962,Boston Celtics,121.1
1962,Chicago Packers,110.9
1962,Cincinnati Royals,123.1
1962,Detroit Pistons,115.4
1962,Los Angeles Lakers,118.5
1962,New York Knicks,114.8
1962,Philadelphia Warriors,125.4
1962,St. Louis Hawks,118.9
1962,Syracuse Nationals,120.7
1962,League Average,118.8
1961,Boston Celtics,119.7
1961,Cincinnati Royals,117.9
1961,Detroit Pistons,118.6
1961,Los Angeles Lakers,114
1961,New York Knicks,113.7
1961,Philadelphia Warriors,121
1961,St. Louis Hawks,118.8
1961,Syracuse Nationals,121.3
1961,League Average,118.1
1960,Boston Celtics,124.5
1960,Cincinnati Royals,111.1
1960,Detroit Pistons,111.6
1960,Minneapolis Lakers,107.3
1960,New York Knicks,117.3
1960,Philadelphia Warriors,118.6
1960,St. Louis Hawks,113.4
1960,Syracuse Nationals,118.9
1960,League Average,115.3
1959,Boston Celtics,116.4
1959,Cincinnati Royals,103.1
1959,Detroit Pistons,105.1
1959,Minneapolis Lakers,106
1959,New York Knicks,110.3
1959,Philadelphia Warriors,103.3
